SITE	Age (Ma)	Genus	d18O 5pt
929	25.0532	CIB	1.61
929	25.058	CIB	1.67
77	25.0601	CIB	1.62
77	25.0601	CIB	1.67
929	25.0629	CIB	1.7
929	25.0677	CIB	1.59
929	25.0725	CIB	1.49
929	25.0774	CIB	1.53
929	25.0822	CIB	1.51
929	25.087	CIB	1.56
929	25.0919	CIB	1.64
929	25.0967	CIB	1.7
929	25.1015	CIB	1.77
929	25.1063	CIB	1.79
929	25.1112	CIB	1.78
929	25.116	CIB	1.75
929	25.1208	CIB	1.69
929	25.1257	CIB	1.63
929	25.1305	CIB	1.57
929	25.1353	CIB	1.63
929	25.1402	CIB	1.6
747	25.1417	CIB	1.58
929	25.145	CIB	1.55
929	25.1498	CIB	1.55
929	25.1547	CIB	1.37
929	25.1595	CIB	1.4
929	25.1643	CIB	1.36
929	25.1691	CIB	1.44
929	25.174	CIB	1.48
929	25.1788	CIB	1.62
929	25.1836	CIB	1.65
929	25.1885	CIB	1.83
929	25.1933	CIB	1.83
563	25.2013	CIB	1.86
929	25.203	CIB	1.85
929	25.2078	CIB	1.87
929	25.2126	CIB	1.82
929	25.2175	CIB	1.83
929	25.2223	CIB	1.79
929	25.2271	CIB	1.78
929	25.2319	CIB	1.72
929	25.2368	CIB	1.59
929	25.2416	CIB	1.53
929	25.2474	CIB	1.53
929	25.2508	CIB	1.47
929	25.2556	CIB	1.52
929	25.2605	CIB	1.52
929	25.2653	CIB	1.61
929	25.2658	CIB	1.55
929	25.2706	CIB	1.49
929	25.2754	CIB	1.44
929	25.2803	CIB	1.59
929	25.2851	CIB	1.59
77	25.2881	CIB	1.67
77	25.2881	CIB	1.79
929	25.2899	CIB	1.82
929	25.2947	CIB	1.8
929	25.2996	CIB	1.73
929	25.3054	CIB	1.72
929	25.3092	CIB	1.76
929	25.3141	CIB	1.72
747	25.3144	CIB	1.72
929	25.3189	CIB	1.73
929	25.3237	CIB	1.91
929	25.3286	CIB	1.86
748	25.3306	CIB	1.85
929	25.3334	CIB	1.79
929	25.3382	CIB	1.74
929	25.3431	CIB	1.58
929	25.3479	CIB	1.61
929	25.3527	CIB	1.65
929	25.3576	CIB	1.69
929	25.3624	CIB	1.71
929	25.3672	CIB	1.67
929	25.373	CIB	1.63
929	25.3769	CIB	1.59
929	25.3817	CIB	1.61
929	25.3865	CIB	1.68
929	25.3914	CIB	1.76
929	25.3962	CIB	1.85
929	25.401	CIB	1.95
929	25.4059	CIB	1.99
929	25.4107	CIB	1.96
929	25.4155	CIB	1.9
929	25.4204	CIB	1.77
929	25.4252	CIB	1.71
929	25.43	CIB	1.68
929	25.4348	CIB	1.66
929	25.4397	CIB	1.75
754	25.4444	CIB	1.84
929	25.4445	CIB	1.91
929	25.4493	CIB	1.94
929	25.4542	CIB	1.97
929	25.459	CIB	1.91
929	25.4638	CIB	1.89
929	25.4687	CIB	1.84
929	25.4735	CIB	1.83
929	25.4783	CIB	1.84
929	25.4832	CIB	1.87
929	25.488	CIB	2
929	25.4928	CIB	2.01
748	25.4943	CIB	2.03
929	25.4976	CIB	2.06
77	25.4985	CIB	2.02
77	25.4985	CIB	1.88
929	25.5025	CIB	1.79
929	25.5073	CIB	1.7
929	25.5121	CIB	1.58
929	25.517	CIB	1.82
929	25.5218	CIB	1.71
744	25.5252	CIB	1.73
929	25.5266	CIB	1.81
929	25.5315	CIB	1.83
558	25.5323	CIB	1.5
929	25.5363	CIB	1.56
929	25.5411	CIB	1.82
929	25.546	CIB	1.74
744	25.5477	CIB	1.73
929	25.5508	CIB	1.79
929	25.5556	CIB	1.86
929	25.5605	CIB	1.68
929	25.5653	CIB	1.68
929	25.5701	CIB	1.73
929	25.5798	CIB	1.76
563	25.5827	CIB	1.77
929	25.5846	CIB	1.86
929	25.5894	CIB	1.91
744	25.5926	CIB	1.96
929	25.5943	CIB	2.02
929	25.5991	CIB	2.06
747	25.6022	CIB	1.99
929	25.6039	CIB	2.02
77	25.6071	CIB	2.01
929	25.6088	CIB	2.12
929	25.6136	CIB	2.09
744	25.615	CIB	2.02
929	25.6184	CIB	2.12
929	25.6233	CIB	2.24
744	25.6345	CIB	2.23
744	25.6422	CIB	2.32
744	25.651	CIB	2.49
748	25.6548	CIB	2.54
744	25.6575	CIB	2.3
744	25.6651	CIB	2.3
558	25.6678	CIB	2.21
744	25.6724	CIB	2.2
563	25.6736	CIB	2.31
744	25.6804	CIB	2.55
690	25.691	CIB	2.57
744	25.6919	CIB	2.66
744	25.6953	CIB	2.62
744	25.7034	CIB	2.46
744	25.711	CIB	2.43
744	25.719	CIB	2.52
744	25.7252	CIB	2.53
690	25.7374	CIB	2.54
744	25.7416	CIB	2.55
744	25.7496	CIB	2.56
744	25.7573	CIB	2.34
744	25.7657	CIB	2.33
558	25.7664	CIB	2.35
744	25.7722	CIB	2.5
744	25.7799	CIB	2.54
690	25.7838	CIB	2.6
744	25.7875	CIB	2.58
77	25.7917	CIB	2.58
744	25.7952	CIB	2.4
748	25.8153	CIB	2.4
744	25.8173	CIB	2.46
744	25.839	CIB	2.5
744	25.8576	CIB	2.34
744	25.8783	CIB	2.25
754	25.8874	CIB	2.19
747	25.8901	CIB	2.17
77	25.8918	CIB	2.15
744	25.8989	CIB	2.31
744	25.9196	CIB	2.38
744	25.9402	CIB	2.43
744	25.9609	CIB	2.44
748	25.9725	CIB	2.55
744	25.9815	CIB	2.56
690	25.9893	CIB	2.69
744	26.0043	CIB	2.67
689	26.007	CIB	2.71
744	26.0228	CIB	2.62
689	26.032	CIB	2.69
744	26.0435	CIB	2.63
689	26.051	CIB	2.72
744	26.0642	CIB	2.65
689	26.079	CIB	2.68
574	26.0804	CIB	2.47
744	26.0848	CIB	2.54
563	26.0889	CIB	2.51
690	26.0965	CIB	2.6
744	26.1055	CIB	2.58
744	26.1261	CIB	2.75
689	26.132	CIB	2.69
748	26.1341	CIB	2.71
744	26.1468	CIB	2.61
689	26.159	CIB	2.63
558	26.1654	CIB	2.55
744	26.1674	CIB	2.57
747	26.1779	CIB	2.54
689	26.186	CIB	2.6
744	26.1881	CIB	2.65
744	26.2087	CIB	2.53
689	26.211	CIB	2.59
563	26.2114	CIB	2.56
690	26.2114	CIB	2.59
744	26.217	CIB	2.57
748	26.2229	CIB	2.83
744	26.2294	CIB	2.77
744	26.2356	CIB	2.89
689	26.24	CIB	2.88
744	26.25	CIB	2.91
744	26.2552	CIB	2.87
689	26.268	CIB	2.85
744	26.2759	CIB	2.79
744	26.2965	CIB	2.82
744	26.3172	CIB	2.7
690	26.3263	CIB	2.71
563	26.3339	CIB	2.69
744	26.3451	CIB	2.64
748	26.3502	CIB	2.56
744	26.374	CIB	2.62
77	26.3895	CIB	2.63
77	26.3895	CIB	2.63
744	26.3946	CIB	2.7
744	26.4153	CIB	2.7
690	26.4335	CIB	2.64
744	26.4359	CIB	2.5
563	26.4411	CIB	2.39
563	26.4641	CIB	2.34
747	26.4658	CIB	2.39
744	26.4772	CIB	2.47
77	26.4846	CIB	2.57
748	26.5107	CIB	2.7
744	26.5185	CIB	2.74
689	26.535	CIB	2.76
744	26.5411	CIB	2.8
690	26.556	CIB	2.7
689	26.557	CIB	2.68
526	26.579	CIB	2.63
77	26.5791	CIB	2.48
689	26.589	CIB	2.46
563	26.6134	CIB	2.54
689	26.616	CIB	2.62
689	26.641	CIB	2.64
689	26.661	CIB	2.68
748	26.6712	CIB	2.72
77	26.6742	CIB	2.77
689	26.684	CIB	2.77
744	26.7035	CIB	2.8
690	26.7283	CIB	2.89
744	26.7306	CIB	2.9
744	26.7577	CIB	2.9
689	26.768	CIB	2.9
744	26.8118	CIB	2.73
689	26.816	CIB	2.68
563	26.8317	CIB	2.68
748	26.8317	CIB	2.73
744	26.8389	CIB	2.52
689	26.85	CIB	2.68
558	26.8547	CIB	2.7
744	26.866	CIB	2.71
77	26.8676	CIB	2.65
690	26.8891	CIB	2.82
689	26.942	CIB	2.86
77	26.9595	CIB	2.94
744	26.9607	CIB	2.93
689	26.969	CIB	2.82
744	26.9878	CIB	2.85
563	26.9925	CIB	2.69
689	26.996	CIB	2.67
563	27.02	CIB	2.55
689	27.023	CIB	2.73
558	27.0359	CIB	2.75
689	27.05	CIB	2.82
690	27.0519	CIB	2.79
77	27.0528	CIB	2.83
689	27.334	CIB	2.69
689	27.382	CIB	2.67
558	27.3872	CIB	2.57
690	27.3872	CIB	2.58
526	27.4191	CIB	2.49
689	27.437	CIB	2.55
77	27.4458	CIB	2.56
689	27.465	CIB	2.72
689	27.494	CIB	2.7
689	27.52	CIB	2.76
689	27.554	CIB	2.92
558	27.5628	CIB	2.87
690	27.5628	CIB	2.82
689	27.577	CIB	2.8
748	27.6216	CIB	2.88
77	27.6335	CIB	2.68
689	27.644	CIB	2.72
689	27.672	CIB	2.8
689	27.701	CIB	2.89
689	27.723	CIB	2.87
690	27.7384	CIB	2.9
689	27.778	CIB	2.77
689	27.796	CIB	2.76
77	27.8194	CIB	2.74
689	27.851	CIB	2.72
689	27.879	CIB	2.75
689	27.908	CIB	2.87
689	27.934	CIB	2.86
689	27.956	CIB	2.72
689	27.99	CIB	2.62
574	28.01	CIB	2.66
77	28.0228	CIB	2.69
689	28.058	CIB	2.69
689	28.091	CIB	2.71
689	28.113	CIB	2.82
574	28.1348	CIB	2.74
689	28.137	CIB	2.73
689	28.163	CIB	2.6
689	28.197	CIB	2.76
526	28.2035	CIB	2.72
689	28.212	CIB	2.84
77	28.2143	CIB	2.85
689	28.266	CIB	2.99
689	28.292	CIB	2.94
689	28.32	CIB	2.85
689	28.348	CIB	2.57
526	28.35	CIB	2.53
526	28.3667	CIB	2.5
689	28.375	CIB	2.4
690	28.3891	CIB	2.56
77	28.3995	CIB	2.56
689	28.404	CIB	2.52
526	28.4114	CIB	2.39
689	28.465	CIB	2.33
563	28.4672	CIB	2.33
526	28.49	CIB	2.5
690	28.4953	CIB	2.61
689	28.499	CIB	2.59
690	28.511	CIB	2.8
526	28.515	CIB	2.62
690	28.5185	CIB	2.57
563	28.52	CIB	2.34
558	28.5208	CIB	2.46
526	28.5361	CIB	2.38
558	28.5455	CIB	2.42
558	28.5478	CIB	2.42
558	28.5777	CIB	2.56
77	28.598	CIB	2.42
689	28.644	CIB	2.42
563	28.6468	CIB	2.55
748	28.6689	CIB	2.56
689	28.673	CIB	2.48
558	28.6814	CIB	2.68
574	28.6856	CIB	2.73
689	28.698	CIB	2.64
748	28.7178	CIB	2.73
558	28.7452	CIB	2.84
689	28.753	CIB	2.72
689	28.773	CIB	2.64
748	28.7766	CIB	2.76
77	28.7857	CIB	2.74
689	28.799	CIB	2.68
689	28.82	CIB	2.79
689	28.845	CIB	2.87
689	28.871	CIB	2.88
689	28.884	CIB	2.86
748	28.8843	CIB	2.84
689	28.933	CIB	2.8
748	28.9332	CIB	2.77
689	28.956	CIB	2.7
689	28.981	CIB	2.71
748	28.9921	CIB	2.7
689	29.004	CIB	2.69
689	29.025	CIB	2.7
748	29.0409	CIB	2.67
689	29.054	CIB	2.68
748	29.0998	CIB	2.63
689	29.106	CIB	2.65
558	29.1248	CIB	2.47
689	29.127	CIB	2.53
526	29.1314	CIB	2.5
689	29.152	CIB	2.48
689	29.179	CIB	2.5
77	29.1832	CIB	2.67
689	29.199	CIB	2.69
689	29.216	CIB	2.73
689	29.239	CIB	2.87
748	29.2563	CIB	2.85
689	29.287	CIB	2.85
689	29.313	CIB	2.78
689	29.334	CIB	2.66
748	29.3511	CIB	2.63
77	29.3576	CIB	2.57
689	29.358	CIB	2.55
689	29.384	CIB	2.55
689	29.409	CIB	2.69
574	29.4164	CIB	2.71
689	29.465	CIB	2.8
689	29.489	CIB	2.88
689	29.511	CIB	2.76
689	29.535	CIB	2.64
77	29.5397	CIB	2.48
574	29.69	CIB	2.34
77	29.7419	CIB	2.33
77	29.7419	CIB	2.49
574	29.7644	CIB	2.56
689	29.792	CIB	2.73
689	29.815	CIB	2.86
689	29.853	CIB	2.83
689	29.901	CIB	2.7
689	29.923	CIB	2.7
77	29.9265	CIB	2.67
689	29.947	CIB	2.66
689	29.971	CIB	2.64
689	29.995	CIB	2.74
690	29.9994	CIB	2.54
689	30.018	CIB	2.55
526	30.0233	CIB	2.51
748	30.0233	CIB	2.48
690	30.0392	CIB	2.42
748	30.0413	CIB	2.61
748	30.0631	CIB	2.64
690	30.071	CIB	2.64
744	30.08	CIB	2.72
689	30.087	CIB	2.61
690	30.1091	CIB	2.64
77	30.1192	CIB	2.52
689	30.131	CIB	2.58
574	30.1384	CIB	2.57
744	30.1518	CIB	2.77
748	30.1684	CIB	2.74
689	30.182	CIB	2.83
690	30.1948	CIB	2.82
690	30.1948	CIB	2.8
689	30.23	CIB	2.78
690	30.2425	CIB	2.79
689	30.272	CIB	2.74
690	30.2806	CIB	2.72
748	30.2954	CIB	2.73
744	30.3058	CIB	2.75
689	30.306	CIB	2.73
574	30.3148	CIB	2.65
690	30.3187	CIB	2.63
77	30.3277	CIB	2.59
689	30.359	CIB	2.59
690	30.3663	CIB	2.56
744	30.3827	CIB	2.71
574	30.3988	CIB	2.76
748	30.4007	CIB	2.79
690	30.433	CIB	2.76
744	30.4537	CIB	2.79
689	30.454	CIB	2.79
744	30.4704	CIB	2.71
744	30.4813	CIB	2.62
744	30.488	CIB	2.62
522	30.4919	CIB	2.58
744	30.4964	CIB	2.56
522	30.4983	CIB	2.58
522	30.4983	CIB	2.67
689	30.5	CIB	2.58
744	30.5039	CIB	2.66
563	30.5046	CIB	2.5
744	30.5114	CIB	2.49
77	30.5167	CIB	2.43
744	30.5207	CIB	2.59
522	30.5209	CIB	2.55
690	30.5257	CIB	2.71
744	30.5274	CIB	2.67
748	30.5278	CIB	2.71
522	30.5306	CIB	2.61
522	30.5306	CIB	2.54
744	30.5374	CIB	2.53
522	30.5393	CIB	2.49
744	30.5449	CIB	2.49
522	30.5457	CIB	2.56
689	30.548	CIB	2.62
744	30.5541	CIB	2.66
522	30.5608	CIB	2.74
744	30.5675	CIB	2.68
522	30.5694	CIB	2.59
522	30.5759	CIB	2.62
522	30.5759	CIB	2.52
744	30.5801	CIB	2.5
522	30.5845	CIB	2.53
744	30.5885	CIB	2.61
689	30.595	CIB	2.57
744	30.5968	CIB	2.62
522	30.605	CIB	2.58
744	30.6136	CIB	2.57
522	30.6157	CIB	2.52
744	30.622	CIB	2.53
522	30.6265	CIB	2.52
744	30.6303	CIB	2.55
690	30.6309	CIB	2.59
522	30.634	CIB	2.62
744	30.6379	CIB	2.64
689	30.643	CIB	2.6
744	30.6479	CIB	2.58
522	30.648	CIB	2.56
744	30.6538	CIB	2.56
522	30.6588	CIB	2.57
744	30.6605	CIB	2.59
522	30.6685	CIB	2.52
744	30.6714	CIB	2.58
574	30.6788	CIB	2.56
744	30.6806	CIB	2.42
522	30.6825	CIB	2.45
77	30.6918	CIB	2.56
689	30.692	CIB	2.47
522	30.6922	CIB	2.5
744	30.6923	CIB	2.57
744	30.6973	CIB	2.56
77	30.6981	CIB	2.54
522	30.7019	CIB	2.52
744	30.7049	CIB	2.53
77	30.7057	CIB	2.6
522	30.7094	CIB	2.6
744	30.7116	CIB	2.63
689	30.716	CIB	2.7
522	30.7191	CIB	2.71
744	30.7216	CIB	2.63
744	30.7291	CIB	2.64
522	30.7321	CIB	2.64
744	30.7383	CIB	2.64
522	30.7396	CIB	2.59
522	30.7396	CIB	2.69
522	30.7471	CIB	2.71
744	30.7476	CIB	2.67
744	30.7551	CIB	2.71
522	30.7568	CIB	2.77
744	30.7643	CIB	2.74
744	30.7743	CIB	2.73
744	30.7802	CIB	2.79
744	30.7886	CIB	2.79
744	30.797	CIB	2.75
689	30.801	CIB	2.74
744	30.8062	CIB	2.71
744	30.8221	CIB	2.69
744	30.8237	CIB	2.68
744	30.8304	CIB	2.68
744	30.838	CIB	2.64
744	30.843	CIB	2.65
522	30.8452	CIB	2.69
744	30.8455	CIB	2.72
689	30.85	CIB	2.7
744	30.8547	CIB	2.79
522	30.8548	CIB	2.8
744	30.8581	CIB	2.76
744	30.8631	CIB	2.72
748	30.8654	CIB	2.65
744	30.8723	CIB	2.66
574	30.8804	CIB	2.64
744	30.8815	CIB	2.53
744	30.8891	CIB	2.35
563	30.894	CIB	2.48
77	30.894	CIB	2.45
744	30.8983	CIB	2.5
744	30.9058	CIB	2.68
744	30.9133	CIB	2.84
529	30.9248	CIB	2.79
744	30.9284	CIB	2.72
744	30.9447	CIB	2.68
690	30.9507	CIB	2.56
748	30.9579	CIB	2.56
744	30.9626	CIB	2.55
744	30.9745	CIB	2.58
689	30.983	CIB	2.56
744	30.9893	CIB	2.55
744	30.9968	CIB	2.53
744	31.0102	CIB	2.51
689	31.014	CIB	2.5
744	31.0161	CIB	2.45
522	31.0229	CIB	2.47
522	31.0326	CIB	2.44
744	31.0399	CIB	2.46
522	31.0433	CIB	2.41
690	31.049	CIB	2.45
522	31.0509	CIB	2.5
689	31.055	CIB	2.54
744	31.0562	CIB	2.51
522	31.0595	CIB	2.56
522	31.0692	CIB	2.53
744	31.0696	CIB	2.49
522	31.0789	CIB	2.52
744	31.083	CIB	2.46
522	31.0886	CIB	2.46
77	31.0924	CIB	2.48
522	31.0994	CIB	2.45
744	31.0994	CIB	2.45
522	31.109	CIB	2.51
744	31.1217	CIB	2.52
522	31.122	CIB	2.5
744	31.1291	CIB	2.56
522	31.1327	CIB	2.55
689	31.137	CIB	2.54
690	31.1383	CIB	2.52
744	31.144	CIB	2.53
522	31.1457	CIB	2.49
748	31.1535	CIB	2.46
522	31.1564	CIB	2.5
744	31.1603	CIB	2.49
522	31.1672	CIB	2.46
744	31.1707	CIB	2.55
522	31.178	CIB	2.57
689	31.178	CIB	2.53
522	31.1898	CIB	2.57
744	31.1901	CIB	2.58
522	31.1995	CIB	2.48
744	31.2049	CIB	2.46
522	31.2103	CIB	2.4
744	31.2138	CIB	2.41
522	31.2189	CIB	2.45
689	31.222	CIB	2.41
690	31.2277	CIB	2.4
522	31.2286	CIB	2.47
744	31.2361	CIB	2.46
522	31.2415	CIB	2.47
744	31.248	CIB	2.54
689	31.259	CIB	2.53
744	31.2644	CIB	2.51
522	31.2652	CIB	2.46
522	31.2652	CIB	2.46
522	31.2749	CIB	2.45
744	31.2778	CIB	2.52
522	31.2846	CIB	2.58
744	31.2882	CIB	2.63
744	31.3001	CIB	2.59
522	31.3072	CIB	2.56
748	31.3157	CIB	2.53
522	31.3191	CIB	2.44
690	31.3259	CIB	2.43
522	31.3277	CIB	2.38
744	31.3342	CIB	2.38
574	31.336	CIB	2.4
522	31.3363	CIB	2.41
689	31.341	CIB	2.39
744	31.3488	CIB	2.46
522	31.3503	CIB	2.43
744	31.359	CIB	2.4
563	31.3617	CIB	2.44
744	31.375	CIB	2.47
744	31.3895	CIB	2.57
744	31.4012	CIB	2.56
522	31.4085	CIB	2.6
690	31.4153	CIB	2.56
744	31.4172	CIB	2.53
522	31.4182	CIB	2.41
522	31.4182	CIB	2.54
522	31.43	CIB	2.52
744	31.4332	CIB	2.59
522	31.4397	CIB	2.63
689	31.443	CIB	2.62
744	31.4463	CIB	2.6
522	31.4526	CIB	2.66
744	31.4594	CIB	2.58
744	31.4682	CIB	2.56
522	31.472	CIB	2.6
522	31.472	CIB	2.58
522	31.4806	CIB	2.52
689	31.484	CIB	2.52
744	31.49	CIB	2.56
522	31.499	CIB	2.55
522	31.499	CIB	2.59
744	31.5046	CIB	2.55
522	31.5097	CIB	2.58
748	31.5113	CIB	2.56
744	31.5177	CIB	2.48
689	31.529	CIB	2.46
77	31.5296	CIB	2.5
744	31.5352	CIB	2.54
522	31.542	CIB	2.55
522	31.542	CIB	2.67
744	31.5468	CIB	2.63
522	31.555	CIB	2.64
744	31.5628	CIB	2.61
522	31.5647	CIB	2.56
689	31.566	CIB	2.54
522	31.5754	CIB	2.56
744	31.5788	CIB	2.54
522	31.5862	CIB	2.51
744	31.5919	CIB	2.55
522	31.6045	CIB	2.52
522	31.6045	CIB	2.51
744	31.608	CIB	2.48
689	31.613	CIB	2.57
522	31.6153	CIB	2.58
744	31.6211	CIB	2.6
522	31.6282	CIB	2.6
744	31.6313	CIB	2.6
522	31.6401	CIB	2.55
522	31.6498	CIB	2.55
689	31.65	CIB	2.53
744	31.6502	CIB	2.51
522	31.6584	CIB	2.55
744	31.6648	CIB	2.58
522	31.6745	CIB	2.42
744	31.6793	CIB	2.51
77	31.6814	CIB	2.48
690	31.6832	CIB	2.6
522	31.6842	CIB	2.58
522	31.6842	CIB	2.71
689	31.686	CIB	2.59
744	31.6982	CIB	2.63
522	31.7025	CIB	2.53
522	31.7025	CIB	2.45
744	31.7099	CIB	2.43
522	31.7133	CIB	2.45
689	31.719	CIB	2.46
522	31.723	CIB	2.39
744	31.7245	CIB	2.48
522	31.7348	CIB	2.43
744	31.7376	CIB	2.47
77	31.7413	CIB	2.48
522	31.7445	CIB	2.48
689	31.748	CIB	2.44
744	31.7536	CIB	2.48
522	31.7553	CIB	2.49
744	31.7652	CIB	2.4
744	31.7711	CIB	2.41
574	31.7736	CIB	2.42
690	31.7815	CIB	2.39
744	31.7856	CIB	2.33
689	31.791	CIB	2.38
522	31.7919	CIB	2.41
522	31.7919	CIB	2.35
744	31.7958	CIB	2.4
522	31.8038	CIB	2.43
744	31.8118	CIB	2.46
522	31.8156	CIB	2.46
744	31.8249	CIB	2.5
522	31.8253	CIB	2.49
522	31.835	CIB	2.4
744	31.8439	CIB	2.39
77	31.8547	CIB	2.41
744	31.8613	CIB	2.49
748	31.869	CIB	2.47
689	31.872	CIB	2.58
522	31.876	CIB	2.6
744	31.8773	CIB	2.56
744	31.8832	CIB	2.44
522	31.89	CIB	2.48
563	31.8976	CIB	2.48
744	31.8992	CIB	2.46
522	31.8996	CIB	2.54
522	31.9061	CIB	2.64
689	31.913	CIB	2.59
744	31.9167	CIB	2.53
522	31.9169	CIB	2.54
522	31.9298	CIB	2.47
744	31.9312	CIB	2.44
522	31.9427	CIB	2.44
744	31.9429	CIB	2.41
744	31.9545	CIB	2.41
522	31.96	CIB	2.36
689	31.96	CIB	2.3
574	31.9628	CIB	2.3
522	31.9675	CIB	2.41
522	31.9761	CIB	2.38
744	31.9836	CIB	2.47
522	31.9837	CIB	2.55
522	31.9934	CIB	2.62
689	31.995	CIB	2.58
744	31.9997	CIB	2.58
522	31.9998	CIB	2.57
522	32.0074	CIB	2.53
744	32.0113	CIB	2.53
522	32.016	CIB	2.52
744	32.0288	CIB	2.56
522	32.0289	CIB	2.57
689	32.03	CIB	2.59
748	32.0312	CIB	2.55
522	32.0375	CIB	2.51
744	32.0448	CIB	2.41
77	32.0499	CIB	2.4
522	32.0612	CIB	2.37
744	32.071	CIB	2.32
563	32.0763	CIB	2.43
522	32.0774	CIB	2.48
689	32.079	CIB	2.46
522	32.0914	CIB	2.46
744	32.1016	CIB	2.52
522	32.1054	CIB	2.48
522	32.1108	CIB	2.54
744	32.1161	CIB	2.6
522	32.1215	CIB	2.66
689	32.132	CIB	2.67
522	32.1323	CIB	2.7
744	32.1351	CIB	2.67
744	32.1453	CIB	2.63
522	32.1495	CIB	2.61
522	32.1495	CIB	2.62
522	32.1582	CIB	2.64
744	32.1613	CIB	2.71
522	32.1657	CIB	2.72
744	32.1744	CIB	2.69
689	32.179	CIB	2.71
522	32.1851	CIB	2.7
744	32.189	CIB	2.63
744	32.2021	CIB	2.65
522	32.2055	CIB	2.66
744	32.2079	CIB	2.61
522	32.2152	CIB	2.58
522	32.2152	CIB	2.57
744	32.2224	CIB	2.5
522	32.2249	CIB	2.51
689	32.226	CIB	2.51
748	32.2268	CIB	2.35
744	32.2326	CIB	2.41
77	32.2339	CIB	2.44
522	32.2357	CIB	2.47
744	32.2487	CIB	2.31
522	32.2497	CIB	2.51
563	32.255	CIB	2.52
522	32.2583	CIB	2.55
689	32.261	CIB	2.54
744	32.2618	CIB	2.72
522	32.2669	CIB	2.72
522	32.2745	CIB	2.72
744	32.2778	CIB	2.7
522	32.2842	CIB	2.72
744	32.2909	CIB	2.71
522	32.2917	CIB	2.66
689	32.302	CIB	2.64
522	32.3036	CIB	2.64
744	32.3069	CIB	2.63
522	32.3122	CIB	2.52
744	32.32	CIB	2.53
77	32.3233	CIB	2.43
744	32.3331	CIB	2.46
574	32.3372	CIB	2.45
689	32.338	CIB	2.57
744	32.3418	CIB	2.57
744	32.3579	CIB	2.68
522	32.3585	CIB	2.66
744	32.3681	CIB	2.68
522	32.3682	CIB	2.7
744	32.3782	CIB	2.71
689	32.385	CIB	2.66
744	32.3914	CIB	2.67
522	32.3919	CIB	2.67
522	32.3919	CIB	2.64
522	32.4048	CIB	2.65
744	32.4074	CIB	2.67
522	32.4145	CIB	2.52
744	32.4205	CIB	2.4
77	32.4317	CIB	2.4
563	32.4336	CIB	2.39
522	32.435	CIB	2.38
744	32.4365	CIB	2.32
522	32.4447	CIB	2.44
574	32.4483	CIB	2.44
744	32.4525	CIB	2.4
522	32.4533	CIB	2.44
522	32.4651	CIB	2.62
744	32.4816	CIB	2.62
689	32.483	CIB	2.45
744	32.4977	CIB	2.51
522	32.5028	CIB	2.34
744	32.5093	CIB	2.39
77	32.5161	CIB	2.34
748	32.5177	CIB	2.5
522	32.519	CIB	2.5
689	32.532	CIB	2.68
744	32.5384	CIB	2.49
744	32.553	CIB	2.47
77	32.5614	CIB	2.47
522	32.5664	CIB	2.46
522	32.5664	CIB	2.41
689	32.567	CIB	2.52
744	32.5705	CIB	2.62
744	32.5821	CIB	2.6
748	32.5845	CIB	2.58
744	32.5981	CIB	2.58
689	32.608	CIB	2.65
522	32.6095	CIB	2.52
744	32.6112	CIB	2.49
563	32.6123	CIB	2.54
744	32.6185	CIB	2.57
529	32.6212	CIB	2.52
522	32.6332	CIB	2.62
744	32.6389	CIB	2.67
689	32.639	CIB	2.61
744	32.6447	CIB	2.62
522	32.6525	CIB	2.61
744	32.6593	CIB	2.56
522	32.6644	CIB	2.59
744	32.6695	CIB	2.64
529	32.6748	CIB	2.62
522	32.6762	CIB	2.69
744	32.684	CIB	2.81
689	32.69	CIB	2.79
522	32.6967	CIB	2.62
744	32.6986	CIB	2.68
563	32.7016	CIB	2.6
689	32.712	CIB	2.46
744	32.7146	CIB	2.29
744	32.7161	CIB	2.42
574	32.7179	CIB	2.41
529	32.7284	CIB	2.5
689	32.745	CIB	2.55
748	32.7467	CIB	2.48
744	32.7482	CIB	2.48
77	32.7504	CIB	2.41
744	32.7571	CIB	2.33
744	32.772	CIB	2.35
522	32.7721	CIB	2.63
744	32.7854	CIB	2.64
689	32.792	CIB	2.72
744	32.8017	CIB	2.79
744	32.8106	CIB	2.75
689	32.825	CIB	2.7
744	32.8314	CIB	2.79
522	32.8335	CIB	2.77
522	32.8335	CIB	2.73
522	32.8357	CIB	2.75
689	32.841	CIB	2.79
744	32.8463	CIB	2.75
744	32.8538	CIB	2.82
522	32.855	CIB	2.77
522	32.855	CIB	2.8
522	32.8572	CIB	2.77
744	32.8582	CIB	2.74
529	32.8705	CIB	2.67
689	32.874	CIB	2.68
744	32.8761	CIB	2.6
563	32.8803	CIB	2.6
744	32.8909	CIB	2.6
744	32.9073	CIB	2.58
689	32.911	CIB	2.57
522	32.9132	CIB	2.63
522	32.9132	CIB	2.65
744	32.9207	CIB	2.64
522	32.9315	CIB	2.53
744	32.9355	CIB	2.51
77	32.9394	CIB	2.57
522	32.9401	CIB	2.59
748	32.9423	CIB	2.57
689	32.945	CIB	2.65
744	32.9504	CIB	2.59
522	32.9509	CIB	2.58
574	32.9515	CIB	2.59
744	32.9653	CIB	2.67
689	32.974	CIB	2.73
689	32.976	CIB	2.88
522	32.9768	CIB	2.81
744	32.9801	CIB	2.78
744	32.9965	CIB	2.68
522	32.9983	CIB	2.7
